*,type=PARAM,id=23,param=-1,#
*,type=PARAM,id=6,param=/dungeon/dungeon_battle_81044.jpg,#
*,type=PARAM,id=6,param=/event/navi_chara80049.png,#
*,type=PARAM,id=6,param=/event/navi_chara80049_0.png,#
*,type=PARAM,id=6,param=/event/navi_chara80049_1.png,#
*,type=PARAM,id=6,param=/event/navi_chara80049_2.png,#
*,type=PARAM,id=6,param=/event/navi_chara80049_3.png,#
*,type=PARAM,id=6,param=/event/navi_chara80049_4.png,#
*,type=PARAM,id=6,param=/event/navi_chara80049_5.png,#
*,type=PARAM,id=6,param=/event/navi_chara80050.png,#
*,type=PARAM,id=6,param=/event/navi_chara80050_0.png,#
*,type=PARAM,id=6,param=/event/navi_chara80050_1.png,#
*,type=PARAM,id=6,param=/event/navi_chara80050_2.png,#
*,type=PARAM,id=6,param=/event/navi_chara80050_3.png,#
*,type=PARAM,id=6,param=/event/navi_chara80050_4.png,#
*,type=PARAM,id=6,param=/event/navi_chara80050_5.png,#
*,type=PARAM,id=6,param=/event/navi_chara80051.png,#
*,type=PARAM,id=6,param=/event/navi_chara80051_0.png,#
*,type=PARAM,id=6,param=/event/navi_chara80051_1.png,#
*,type=PARAM,id=6,param=/event/navi_chara80051_2.png,#
*,type=PARAM,id=6,param=/event/navi_chara80052.png,#
*,type=PARAM,id=6,param=/event/navi_chara80056.png,#
*,type=PARAM,id=6,param=/event/navi_chara80056_0.png,#
*,type=PARAM,id=6,param=/event/navi_chara80056_1.png,#
*,type=PARAM,id=6,param=/event/navi_chara80056_2.png,#
*,type=PARAM,id=6,param=/event/navi_chara80056_3.png,#
*,type=PARAM,id=6,param=/event/navi_chara80056_4.png,#
*,type=PARAM,id=6,param=/event/navi_chara80056_5.png,#
*,type=PARAM,id=6,param=/event/navi_chara80057.png,#
*,type=PARAM,id=6,param=/event/navi_chara80058.png,#
*,type=PARAM,id=6,param=/event/navi_chara80058_0.png,#
*,type=PARAM,id=6,param=/event/navi_chara80058_1.png,#
*,type=PARAM,id=6,param=/event/navi_chara80058_2.png,#
*,type=PARAM,id=6,param=/event/navi_chara80059.png,#
*,type=PARAM,id=6,param=/event/navi_chara80068.png,#
*,type=PARAM,id=6,param=/event/navi_chara80068_0.png,#
*,type=PARAM,id=6,param=/event/navi_chara80068_1.png,#
*,type=PARAM,id=6,param=/event/navi_chara80068_2.png,#
*,type=PARAM,id=6,param=/event/navi_chara80068_3.png,#
*,type=PARAM,id=6,param=/event/navi_chara80068_4.png,#
*,type=PARAM,id=6,param=/event/navi_chara80068_5.png,#
*,type=PARAM,id=6,param=/sound/bf020_map_nightwood.mp3,#
*,type=STOP,id=-1,#
*,type=PARAM,id=26,param=1,#
*,type=PARAM,id=1,param=adriesta_base:navi_chara80049.png,#
*,type=PARAM,id=1,param=adriesta_normal:navi_chara80049_0.png,#
*,type=PARAM,id=1,param=adriesta_happy:navi_chara80049_1.png,#
*,type=PARAM,id=1,param=adriesta_angry:navi_chara80049_2.png,#
*,type=PARAM,id=1,param=adriesta_sad:navi_chara80049_3.png,#
*,type=PARAM,id=1,param=adriesta_shocked:navi_chara80049_4.png,#
*,type=PARAM,id=1,param=adriesta_affable:navi_chara80049_5.png,#
*,type=PARAM,id=1,param=gabriela_base:navi_chara80050.png,#
*,type=PARAM,id=1,param=gabriela_normal:navi_chara80050_0.png,#
*,type=PARAM,id=1,param=gabriela_happy:navi_chara80050_1.png,#
*,type=PARAM,id=1,param=gabriela_angry:navi_chara80050_2.png,#
*,type=PARAM,id=1,param=gabriela_sad:navi_chara80050_3.png,#
*,type=PARAM,id=1,param=gabriela_shocked:navi_chara80050_4.png,#
*,type=PARAM,id=1,param=gabriela_pensive:navi_chara80050_5.png,#
*,type=PARAM,id=1,param=kielazar_base:navi_chara80051.png,#
*,type=PARAM,id=1,param=kielazar_normal:navi_chara80051_0.png,#
*,type=PARAM,id=1,param=kielazar_angry:navi_chara80051_1.png,#
*,type=PARAM,id=1,param=kielazar_sad:navi_chara80051_2.png,#
*,type=PARAM,id=1,param=faelan_base:navi_chara80056.png,#
*,type=PARAM,id=1,param=faelan_normal:navi_chara80056_0.png,#
*,type=PARAM,id=1,param=faelan_shocked:navi_chara80056_1.png,#
*,type=PARAM,id=1,param=faelan_angry:navi_chara80056_2.png,#
*,type=PARAM,id=1,param=faelan_worried:navi_chara80056_3.png,#
*,type=PARAM,id=1,param=faelan_surprised:navi_chara80056_4.png,#
*,type=PARAM,id=1,param=faelan_happy:navi_chara80056_5.png,#
*,type=PARAM,id=1,param=ilm_base:navi_chara80082.png,#
*,type=PARAM,id=1,param=zael_base:navi_chara80058.png,#
*,type=PARAM,id=1,param=zael_normal:navi_chara80058_0.png,#
*,type=PARAM,id=1,param=zael_angry:navi_chara80058_1.png,#
*,type=PARAM,id=1,param=zael_evil:navi_chara80058_2.png,#
*,type=PARAM,id=1,param=raug_base:navi_chara80059.png,#
*,type=PARAM,id=1,param=luina_base:navi_chara80068.png,#
*,type=PARAM,id=1,param=luina_normal:navi_chara80068_0.png,#
*,type=PARAM,id=1,param=luina_happy:navi_chara80068_1.png,#
*,type=PARAM,id=1,param=luina_shocked:navi_chara80068_2.png,#
*,type=PARAM,id=1,param=luina_sad:navi_chara80068_3.png,#
*,type=PARAM,id=1,param=luina_surprised:navi_chara80068_4.png,#
*,type=PARAM,id=1,param=luina_affable:navi_chara80068_5.png,#
*,type=PARAM,id=1,param=eerikki_base:navi_chara80067.png,#
*,type=PARAM,id=1,param=eerikki_normal:navi_chara80067_0.png,#
*,type=PARAM,id=1,param=eerikki_happy:navi_chara80067_1.png,#
*,type=PARAM,id=1,param=eerikki_sad:navi_chara80067_3.png,#
*,type=PARAM,id=1,param=eerikki_shocked:navi_chara80067_2.png,#
*,type=PARAM,id=1,param=zelion_base:navi_chara80087.png,#
*,type=PARAM,id=1,param=zelion_normal:navi_chara80087_1.png,#
*,type=PARAM,id=1,param=zelion_hurt:navi_chara80087_3.png,#
*,type=PARAM,id=1,param=zelion_angry:navi_chara80087_2.png,#
*,type=PARAM,id=1,param=zelion_shocked:navi_chara80087_4.png,#
*,type=PARAM,id=1,param=nimune_base:navi_chara80081.png,#
*,type=PARAM,id=1,param=nimune_normal:navi_chara80081_0.png,#
*,type=PARAM,id=1,param=nimune_happy:navi_chara80081_1.png,#
*,type=PARAM,id=1,param=nimune_angry:navi_chara80081_2.png,#
